textID,text,selected_text,sentiment
df7dfc80bb,"Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go &quot;eww, blood&quot;. Haha.","Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go &quot;eww, blood&quot",neutral
375e74d063,"Haha I know, I cant handle the fame! and thank you!",d thank you!,positive
85f00e273f,Woohoo..this is the day/week the Lord has made! Just remembered we get to wear jeans &amp; chanclas all week!,Woohoo..this is the day/week the Lord has made! Just remembered we get to wear jeans &amp; chanclas all wee,neutral
5036147803,Wow... I was tricked into the #hoppusday hype today....,Wow... I was tricked in,positive
d9ca6707c1,walah me 2 still i am not getting the full idea,m not getting the full idea,negative
d7421bfd82,Cause its true!!! It would!!! Hahaha... I Love YOU,. I Love YOU,positive
5eb0ddc2c8,Bummer I know LOL I actually do more partying when i am in school then out of school..I think it somehow helps me..hahaha!,ol..I think it somehow help,positive
3464ef7647,I know... he's mad at us... :'(,. he's mad at us.,negative
a0a306868a,lost my tooth 2day whilst i was eating gum...oww,oww,negative
e0cb42dd9c,Nothing like getting to work and finding out you have to cover extra shifts this week... looks like another 40 hr work week.,finding out you have to cover extra shifts this week..,negative
bdebaf63f2,got my grubby paws on a live recording of paramore. you have to hear. its better than chocolate,s better,positive
ebda3686bc,i like this Dr. Seuss quote - ï¿½You know you're in love when you can't fall asleep because reality is finally better than your dreams.&quot; -,i like this Dr. Seuss quote - ï¿½You know you're in love when you can't fall asleep because reality is finally better than your dreams.&quot,positive
f7f31ac8c3,"yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!! (june 3)","yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!! (jun",neutral
7fb66b3ad5,I wish y'all...unfortunately I won't be able to make it...gotta work my 2nd gig today,.unfortunately,negative
ce54016d40,"thanks for trying I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed.","thanks for trying I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed",positive
43e6d9aeaa,Well I guess they think of everything Thanks so much for keeping the fans in the loop,g Thank,positive
d6970002ab,Looks like i can go see jeffree star afterall. I told my dad he'd hate the music &amp; he said i could go alone,Looks like i can go see jeffree star afterall. I told my dad he'd hate the music &amp; he said i could go alon,neutral
28762aa297,"boopboopboop. still talking to ashley &amp; brittany. i've been talking to ashley for forever, and our convo still goes places. we're awesome",ces. we're awes,positive
c7f2f78593,You can save it for next time!! ? http://blip.fm/~5z2sv,You can save it for next time!,neutral
58deb5c585,Scotts the only guy for me Good night&lt;3,Good night&l,positive
c55679a624,Black Russians makes me think of a &quot;white russian&quot; and this movie quotation: &quot;that rug really tied the room together.&quot;,Black Russians makes me think of a &quot;white russian&quot; and this movie quotation: &quot;that rug really tied the ro,neutral
bdc32ea43c,On the way to Malaysia...no internet access to Twit,.no internet,negative
bdca3b2cd3,lucky girl!!! I work all day tomorrow! and maybe even Monday!!,lucky girl!!,positive
69640a2027,trying to watch lost online very annoying and slow...the internet not lost,very annoying and slow...,negative
a75e2121bb,Ahhhhh now If You Go Away by is on YAY my other fav song of theirs,er fav song,positive
1ecc321102,2002 - the TSX is nice just cuz it's a new car- handles nice but doesn't have the horses of the TL-S,X is nice just cuz it's a new car- handles nice but doesn't have the horses of the TL-S,positive
a3effba130,"is making cupcakes and says i can't have any kelli, you're a bad sister.",", you're a bad sister.",negative
5e8c2407f9,Thats ok Yeah I had a good night thanks. Glad you did too. Hope you enjoy your BBQ,s. Glad,positive
312aaf4a64,there are # days of summervac &amp; school comes along just 2 end it &amp; the annual problem of r generation is finding a good way 2 spend it!!,t &amp; the annual problem of r generation is finding a good way 2 spen,neutral
16273d9b87,Swimming party at my brothers tonight. I had an AWESOME time. Since when am I a sissy about cold water? Who am I? LOVED TODAY!!!,AWESOME ti,positive
1722cd3459,I'm SO jealous! I don't know when I'll be able to see Conan.,I'm SO jealous,negative
d0253fe4ae,wow its follow friday and i havent tweeted... Fail. And nobody has followed me today dble fail. *suicide*,e fail. *suicide*,negative
0ac3ca6878,_Perth Awesome...love top gear..whos your favourite?Got to admit i have a soft spot for captain slow,love top gear..,positive
4faad59f38,hey! YAY! thanks! wow ur page is awesome!!!!!,! wow ur page is awesom,positive
a24a95ffed,i've become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!,miss jo,negative
59b4c96328,Is watching &quot;It takes Two&quot;.... such a classic lol,quot;.... such,positive
72f3016b57,"Wow, NOT free WiFi &amp;&amp; you have to pay for parking!? Reduculous!!!",rking!? Redu,negative
0648056717,Keep the suggestions coming...I love the classics!,g...I love the classics!,positive
0f1b3f7caa,&quot;i wanna go to prom one day &quot;i wish U can go with me 2 my prom even though im not a guy.but thatwouldmake1of myFRIENDS happy,t a guy.but thatwouldmake1of myFRI,positive
e3d69dc6b7,"Dany, meet Sorcha, Sorcha, Dany. Now you know each other. :-p","Dany, meet Sorcha, Sorcha, Dany. Now you know each other. :-",neutral
f643095ba3,Off to NC tonight until June 7th! I'm going to miss NYC Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,I'm going to miss NY,negative
0fcb5f9931,UP is the saddest movie i've ever seen,saddest mo,negative
c1f815e17d,not all of them You'll be missing mine and everybody else's on the east coast!!!!!,e missing,negative
21dc26e9a8,"I have heard that about a lot of programs like that, we go to a large chain of learning centers, sorry for you!",", sorry",negative
ddf799d5f8,We've just 16ï¿½C today&amp;cold wind.. Want it 2b like 25ï¿½ to 30ï¿½! I love hot weather! But I reaped the 1st strawberry yday!,We've just 16ï¿½C today&amp;cold wind.. Want it 2b like 25ï¿½ to 30ï¿½! I love hot weather! But I reaped the 1st strawberry yd,neutral
c6d9ab4ad1,"http://twitpic.com/4wry2 - look, , the rosemary in my back garden, in CameraBag's &quot;Lolo&quot; mode","http://twitpic.com/4wry2 - look, , the rosemary in my back garden, in CameraBag's &quot;Lolo&quo",neutral
5806649c01,don't ask Hoping that today will be an improvment on the rest of the week. Looking forward to the weekend weather!,. Looking forward,positive
1bf5f55d51,We keep very different hours.,We keep very different hours,neutral
96ff964db0,"4 hours of sleep, a migraine, again? What is wrong with me? hate my life",hat,negative
2427fdda4d,"I wasn't tryin to call you out, I just remember my dad ALWAYS had my **** late. He never got in trouble, I did.",". He never got in trouble, I did",negative
4cb187e3de,when the sun goes down!!! ? http://blip.fm/~5yyud,when the sun goes down!!,neutral
c1fd01f4a8,Ahhhhh! My &quot;Let The Right One In&quot; DVD broke,quot;L,negative
4817f7e516,fell down while holdin kales hand today...I hurt my foot &amp; he bruised his forehead im such a klutz!,hurt my foot &amp; he bruised his forehead im such a klu,negative
33b26f5fbe,still waiting to have a beer with Moldovan. At least he's happy I came.,. At least he's happy I came.,positive
6422b79b69,- all is fine thanks! you guys dont have any quakes there?,thanks,positive
d237d2f006,now that you say that you do look like demi hahaha!! Yessss august 2nd will be a blast,s august 2nd will be a blast,positive
f5575d994a,"my car is in at the garage &amp; is not coming out anytime soon! last time I heard the gearbox was the problem, still waiting for the quote.",the probl,negative
4a726e9eba,he thinks he's a gangsterrr his **** don't even fit in G Unit. &amp; I know :| ))))),he thinks he's a gangsterrr his **** don't even fit in G Unit,negative
8b4a1efb7e,forgot she had a Twitter account. Happy Mother's Day!,Happ,positive
24929ac36f,I didnt win but I will continue to try keep giving away those fabulous watches cant wait to win1,es cant wait to win1,positive
d0fa123458,had one of the greatest days ever! spent the whole day with besties &amp; celebrated installs with the friends i love oh so much &lt;3,nds i love oh so much,positive
1622fffebd,"_aureole Oh my gosh, so cute!!!",cute!!,positive
36532d8f18,it's 8a and i'm already dressed but we're on set today so let the real fun begin!!! lights! camera! action!,real fun begin!,positive
5752133fc3,Just ignore it.....and get sum rest...get rid of that headache,get sum rest.,positive
b7eb042ab2,"Okay I'm about to &quot;crawl&quot; into bed and ummm ummm. We are about to talk. We need to talk about somethings, Good Night Tweeters.","methings, Go",positive
45f6421f48,Alright...you missed one crazy party last night,.you missed one crazy party,negative
8195593a93,FOR REAL! Isn't it exciting!!!!,Isn't it exciting,positive
82a226cdaa,home from the beach and only my feet are burned. i am proud of myself and the sunscreen.,i am proud of myself an,positive
f2737e9c15,Oh no!! I hope it's not bad,s not bad,positive
2cb67e64b4,http://bit.ly/61Aam these dogs are going to die if somebody doesn't save them!,Aam these dogs are going to die if somebody doesn't save them!,negative
a3eec5f146,Good morning to all- and welcome new followers!,ood morning to all- and welcome new,positive
3a681c24dc,My new landlord just called.. I cant move in until tomorrow morning Way to rain on my parade..,I cant mo,negative
a979977b59,http://twitpic.com/66ydb - I made sure you got credit at the end of the book...I'm sure I forgot people though.,.I'm sure I forgot people though.,negative
902c42e338,Yes...met Jon last yr at an interesting &quot;Questionning Agile&quot; Agile 2008 session. Don't see him on this yr's schedule.,n interesting,positive
4bc50ce45c,"is watching &quot;Wall Street&quot;, and realizing that since it is on a movie channel she won't get a potty break","is watching &quot;Wall Street&quot;, and realizing that since it is on a movie channel she won't get a pott",neutral
840f5a76cd,What happened? I'm afraid I missed a large part of the story,? I'm afraid I missed,negative
b66e667fd5,ERRG I cant believe that i am not working at all next week i think its time to move on from Chick fil A,ERRG I cant believe th,negative
1abbb4c82f,Can't give blood within a year of getting a tattoo so I can't give...Im gutted,.Im gutted,negative
04e3c05abb,dammm..i thought i was on to something lollllll,dammm.,negative
5bb732ca71,Hear full album preview during todays webcast! #jonasnewsongs NO WAYYY I couldn't 'tune in',s NO WAYYY I couldn't 'tune in',negative
a85eb567d6,"checked out Green Day on demand &amp; saw the new live videos. U were right, they did blow my mind I love u SGB, even more all the time, Mom","os. U were right, they did blow my mind I love u SGB, even more all the time,",positive
414bc62f47,aww I have to go to class on that day... So imma do some weird half day thing just cause I wanna see what it's about,e weird,negative
385ba420d5,i've heard Basment Jaxx's new song &quot;Raindrops&quot;...that's fantastic!!! and makes me dancing i can't wait Fuji Rock Festival...,...that's,positive
8b7c0322a2,aww that's horrible! xD,s horrible,negative
6f7127d9d7,All this flirting going on - The ATG smiles. Yay. ((hugs)),All this flirting going on - The ATG smiles. Yay. ((hugs),neutral
cde664a518,HAPPY MOTHERS DAY!! LOVE YOU GUYS...,!! LOVE YOU GUY,positive
7bb5959eac,boo for all the season finales..,boo fo,negative
62086f9961,is sad that she is not seeing Basshunter at Metroplex this weekend,is sad th,negative
1f17158849,Evermore &amp; End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow. details to follow later,ww! injur,negative
8472323928,no so sad about that i'm from MALTA have you heard about it ?,so sad ab,negative
